Raw Input, Filtered Output
0.252056, 0.100823
1.118315, 0.522943
0.234930, 0.479878
-0.760468, 0.015160
0.273494, 0.052678
1.059265, 0.433070
0.100566, 0.348405
-0.769531, -0.076464
0.083333, -0.057812
1.166191, 0.400590
